step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_violation_watt,protection_satisfaction,final_w_delta,final_history_weighted_sum_rate,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
17.0,10.0,-780.0682373046875,5.159769058227539,495.103271484375,780.0682373046875,3.9293911457061768,0.0,3.256021738052368,0.4901811480522156,-11.979804039001465,-120.0,0.658730149269104,0.6408730149269104,0.07943267375230789,0.0,0.0,1.133061785740211e-15,3.520486775074994e-16,1.1230618206440452e-15,0.0,0.11720050126314163,780.0682373046875,2.0,2.0,2.0,0.5
18.0,5.0,-661.4088134765625,175.1027069091797,452.38067626953125,661.4088134765625,3.590322732925415,0.0,3.535515546798706,0.5158777236938477,-9.62507152557373,-120.0,0.6746031641960144,0.6547619104385376,0.07943267375230789,0.0,0.0,1.3182188469661464e-15,3.939383213370464e-16,1.3082188818699806e-15,0.0,0.4899884760379791,661.4088745117188,2.0,2.0,2.0,0.5
19.0,-5.0,-597.132080078125,2.905527353286743,452.295654296875,597.132080078125,3.5896480083465576,0.0,3.978762626647949,0.6058505177497864,-8.674018859863281,-120.0,0.6904761791229248,0.6944444179534912,0.07943267375230789,0.0,0.0,1.80962892884311e-15,2.9310831338928256e-16,1.7996288578678256e-15,0.0,0.08933381736278534,597.132080078125,2.0,2.0,2.0,0.5
20.0,10.0,-867.649658203125,4.756479740142822,492.6697082519531,867.649658203125,3.9100770950317383,0.0,2.7870590686798096,0.482564240694046,-10.648542404174805,-120.0,0.682539701461792,0.6567460298538208,0.07943267375230789,0.0,0.0,1.1727531143738371e-15,3.7534197767787427e-16,1.1627531492776713e-15,0.0,0.12148810178041458,867.6497192382812,2.0,2.0,2.0,0.5
21.0,-5.0,-636.03759765625,2.865546464920044,454.8139953613281,636.03759765625,3.6096348762512207,0.0,3.301049590110779,0.5731072425842285,-9.149105072021484,-120.0,0.6984127163887024,0.6865079402923584,0.07943267375230789,0.0,0.0,7.460890133751308e-16,4.20974660101338e-16,7.360889953394057e-16,0.0,0.09783292561769485,636.03759765625,2.0,2.0,2.0,0.5
22.0,0.0,-695.6510009765625,3.3604373931884766,487.1566162109375,695.6510009765625,3.8663222789764404,0.0,3.8561540842056274,0.5992762446403503,-7.466968536376953,-120.0,0.7301587462425232,0.7142857313156128,0.07943267375230789,0.0,0.0,1.2621862410767352e-15,5.734727513893281e-16,1.2521862759805693e-15,0.0,0.099044568836689,695.6510620117188,2.0,2.0,2.0,0.5
23.0,10.0,-790.345947265625,7.362293720245361,498.4131774902344,790.345947265625,3.955660104751587,0.0,2.948560953140259,0.5073679089546204,-14.734333038330078,-120.0,0.6507936716079712,0.6448412537574768,0.07943267375230789,0.0,0.0,1.4167685892803425e-15,5.802162983197749e-16,1.4067686241841766e-15,0.0,0.1267019361257553,790.345947265625,2.0,2.0,2.0,0.5
24.0,0.0,-687.2659912109375,3.338315010070801,449.1549987792969,687.2659912109375,3.5647222995758057,0.0,3.1729702949523926,0.5405418276786804,-10.216318130493164,-120.0,0.6666666865348816,0.636904776096344,0.07943267375230789,0.0,0.0,1.1544372974388838e-15,4.0628705585638925e-16,1.1444373323427179e-15,0.0,0.11711113154888153,687.2659912109375,2.0,2.0,2.0,0.5
25.0,0.0,-759.649658203125,3.3772940635681152,496.6399841308594,759.649658203125,3.941587209701538,0.0,3.5190532207489014,0.5383341312408447,-11.791387557983398,-120.0,0.682539701461792,0.6726190447807312,0.0794326663017273,0.0,0.0,1.707511589634197e-15,4.613056838985983e-16,1.6975116245380312e-15,0.0,0.1071036159992218,759.649658203125,2.0,2.0,2.0,0.5
26.0,-5.0,-653.10205078125,2.107980489730835,486.5853271484375,653.10205078125,3.861788272857666,0.0,3.667362332344055,0.6216654181480408,-5.256693363189697,-120.0,0.7539682388305664,0.7400793433189392,0.0794326663017273,0.0,0.0,1.4542139041752054e-15,3.3555482844209005e-16,1.4442139390790395e-15,0.0,0.08533395826816559,653.10205078125,2.0,2.0,2.0,0.5
27.0,10.0,-686.3439331054688,5.295167446136475,493.03790283203125,686.3439331054688,3.912999153137207,0.0,3.8406463861465454,0.5607580542564392,-10.93262004852295,-120.0,0.682539701461792,0.6785714030265808,0.07943267375230789,0.0,0.0,3.889810768951084e-15,9.968883222166366e-16,3.8798106979757996e-15,0.0,0.12300058454275131,686.343994140625,2.0,2.0,2.0,0.5
28.0,10.0,-693.0358276367188,6.0248308181762695,526.4814453125,693.0358276367188,4.17842435836792,0.0,3.8448374271392822,0.6080113649368286,-5.30753231048584,-120.0,0.7539682388305664,0.7460317611694336,0.07943267375230789,0.0,0.0,3.0857198510237348e-15,5.211441146991415e-16,3.0757197800484505e-15,0.0,0.10728035867214203,693.035888671875,2.0,2.0,2.0,0.5
29.0,5.0,-725.823486328125,5.543489456176758,503.31396484375,725.823486328125,3.9945552349090576,0.0,4.03372597694397,0.549109697341919,-6.109280586242676,-120.0,0.7063491940498352,0.6944444179534912,0.07943267375230789,0.0,0.0,6.18589590747914e-16,3.0813330144503456e-16,6.08589572712189e-16,0.0,0.20087209343910217,725.8235473632812,2.0,2.0,2.0,0.5
30.0,10.0,-755.8538208007812,5.915409564971924,489.2449951171875,755.8538208007812,3.882896900177002,0.0,3.015865445137024,0.507388710975647,-10.784521102905273,-120.0,0.658730149269104,0.6309523582458496,0.0794326663017273,0.0,0.0,1.5765779778014561e-15,5.05181196472983e-16,1.5665780127052903e-15,0.0,0.11755511164665222,755.853759765625,2.0,2.0,2.0,0.5
31.0,5.0,-810.6726684570312,3.707099437713623,463.7219543457031,810.6726684570312,3.680332899093628,0.0,3.35806941986084,0.4802655875682831,-17.64542007446289,-120.0,0.6190476417541504,0.613095223903656,0.07943267375230789,0.0,0.0,1.1996252346254798e-15,3.513555927984086e-16,1.189625269529314e-15,0.0,0.12230454385280609,810.6726684570312,2.0,2.0,2.0,0.5
32.0,-5.0,-571.92919921875,2.4247994422912598,426.5999450683594,571.92919921875,3.385713815689087,0.0,3.2535977363586426,0.5772089958190918,-15.316551208496094,-120.0,0.6746031641960144,0.648809552192688,0.07943267375230789,0.0,0.0,2.78982117287818e-15,8.481829532988757e-16,2.779821101902896e-15,0.0,0.07870958745479584,571.92919921875,2.0,2.0,2.0,0.5
33.0,10.0,-802.6124877929688,6.898913860321045,519.6629638671875,802.6124877929688,4.124309062957764,0.0,4.1466147899627686,0.5204504728317261,-15.80250358581543,-120.0,0.6507936716079712,0.6388888955116272,0.0794326663017273,0.0,0.0,7.178277273262555e-15,8.771506330620255e-16,7.168277202287271e-15,0.0,0.12421363592147827,802.612548828125,2.0,2.0,2.0,0.5
34.0,0.0,-752.7662353515625,2.6738429069519043,518.0980224609375,752.7662353515625,4.111888885498047,1.1393833858619473e-06,3.5433589220046997,0.5858604907989502,-0.7939907312393188,-120.0,0.7698412537574768,0.7440476417541504,0.07943267375230789,0.0,0.0,2.002232362587476e-15,4.892560241525365e-16,1.992232291612192e-15,0.0,0.09956303238868713,752.7662353515625,2.0,2.0,2.0,0.5
35.0,0.0,-775.3734130859375,6.117841720581055,479.05255126953125,775.3734130859375,3.802004337310791,0.0,3.121820330619812,0.524455726146698,-5.415846347808838,-120.0,0.6746031641960144,0.6746031641960144,0.0794326663017273,0.0,0.0,8.966059740088319e-16,2.5746463757322956e-16,8.866059559731068e-16,0.0,0.3368538022041321,775.3734741210938,2.0,2.0,2.0,0.5
36.0,10.0,-665.824462890625,4.872246742248535,515.6749877929688,665.824462890625,4.092658519744873,1.2683665886470408e-06,3.9043041467666626,0.581171989440918,-4.321249961853027,-120.0,0.7222222089767456,0.7023809552192688,0.0794326663017273,0.0,0.0,2.5390318696133637e-15,5.091667511876105e-16,2.5290317986380794e-15,0.0,0.1014455184340477,665.824462890625,2.0,2.0,2.0,0.5
37.0,10.0,-788.5966796875,7.14216423034668,504.3275451660156,788.5966796875,4.002599716186523,0.0,3.401017665863037,0.503682017326355,-11.154775619506836,-120.0,0.658730149269104,0.6547619104385376,0.07943267375230789,0.0,0.0,1.4933170743060818e-15,5.166683396662906e-16,1.483317109209916e-15,0.0,0.1263219565153122,788.5966186523438,2.0,2.0,2.0,0.5
38.0,10.0,-737.8286743164062,5.173130989074707,509.47247314453125,737.8286743164062,4.043432235717773,0.0,3.669195771217346,0.5733004808425903,-8.642196655273438,-120.0,0.7301587462425232,0.7103174328804016,0.0794326663017273,0.0,0.0,1.0316146613508132e-15,4.3449976456573947e-16,1.0216146962546474e-15,0.0,0.10800423473119736,737.82861328125,2.0,2.0,2.0,0.5
39.0,10.0,-802.1463623046875,4.259117603302002,536.2623901367188,802.1463623046875,4.2560505867004395,0.0,3.8885109424591064,0.5242389440536499,-9.741096496582031,-120.0,0.6746031641960144,0.6785714030265808,0.0794326663017273,0.0,0.0,1.2150816800887395e-15,4.454345628680985e-16,1.2050817149925736e-15,0.0,0.12589263916015625,802.146484375,2.0,2.0,2.0,0.5
40.0,10.0,-797.4440307617188,7.800972938537598,519.0892333984375,797.4440307617188,4.119755744934082,0.0,3.7694283723831177,0.5475105047225952,-4.664188385009766,-120.0,0.7142857313156128,0.7103174328804016,0.07943268120288849,0.0,0.0,1.0480089840449202e-15,3.612785308359335e-16,1.0380090189487544e-15,0.0,0.12970438599586487,797.4439697265625,2.0,2.0,2.0,0.5
41.0,5.0,-739.7185668945312,4.8943939208984375,476.311767578125,739.7185668945312,3.78025221824646,0.0,3.2711169719696045,0.5201785564422607,-8.07740592956543,-120.0,0.658730149269104,0.6507936716079712,0.0794326663017273,0.0,0.0,3.3619563533646753e-15,7.240827268285496e-16,3.351956282389391e-15,0.0,0.12571923434734344,739.718505859375,2.0,2.0,2.0,0.5
42.0,10.0,-730.4235229492188,4.215120792388916,520.7001342773438,730.4235229492188,4.132540702819824,0.0,3.5814592838287354,0.570099413394928,-10.78201675415039,-120.0,0.6984127163887024,0.692460298538208,0.0794326663017273,0.0,0.0,5.822278427508262e-16,2.1182139370770473e-16,5.722278247151011e-16,0.0,0.10495321452617645,730.4235229492188,2.0,2.0,2.0,0.5
43.0,0.0,-719.0758056640625,2.5260963439941406,510.3325500488281,719.0758056640625,4.050258159637451,0.0,3.771114468574524,0.5549485683441162,-9.124555587768555,-120.0,0.682539701461792,0.6686508059501648,0.0794326663017273,0.0,0.0,2.1436504423622124e-15,5.339668700315916e-16,2.133650371386928e-15,0.0,0.1040709912776947,719.075927734375,2.0,2.0,2.0,0.5
44.0,5.0,-762.437744140625,3.392523765563965,524.9765625,762.437744140625,4.166480541229248,0.0,3.4462668895721436,0.5526355504989624,-9.12460708618164,-120.0,0.7142857313156128,0.6984127163887024,0.07943267375230789,0.0,0.0,1.3132256936212007e-15,3.814529498153996e-16,1.3032257285250349e-15,0.0,0.1088612824678421,762.437744140625,2.0,2.0,2.0,0.5
45.0,10.0,-764.0675048828125,7.32015323638916,490.7737121582031,764.0675048828125,3.8950295448303223,0.0,3.1250072717666626,0.49450618028640747,-12.856901168823242,-120.0,0.658730149269104,0.625,0.07943267375230789,0.0,0.0,1.2150048118487761e-14,1.5832655146782657e-15,1.2140048047512477e-14,0.0,0.13474668562412262,764.0675659179688,2.0,2.0,2.0,0.5
46.0,5.0,-610.5518798828125,3.1478309631347656,460.7673645019531,610.5518798828125,3.656883955001831,0.0,3.3583472967147827,0.5332433581352234,-14.275473594665527,-120.0,0.6904761791229248,0.6646825671195984,0.0794326663017273,0.0,0.0,1.0964734564297327e-15,4.0216888754595725e-16,1.0864734913335668e-15,0.0,0.09950421005487442,610.5518798828125,2.0,2.0,2.0,0.5
47.0,-5.0,-667.397216796875,1.75564706325531,486.2133483886719,667.397216796875,3.8588361740112305,0.0,3.8763036727905273,0.5923272967338562,-9.396695137023926,-120.0,0.7222222089767456,0.7182539701461792,0.0794326663017273,0.0,0.0,7.557177133426032e-15,1.0208355318222918e-15,7.547177062450748e-15,0.0,0.08972026407718658,667.3972778320312,2.0,2.0,2.0,0.5
48.0,-5.0,-621.744873046875,2.4093587398529053,487.5364074707031,621.744873046875,3.8693366050720215,0.0,3.963696002960205,0.6486537456512451,-7.082651138305664,-120.0,0.7539682388305664,0.7400793433189392,0.0794326663017273,0.0,0.0,1.736323944730644e-15,4.360335294749802e-16,1.7263239796344782e-15,0.0,0.06819526106119156,621.744873046875,2.0,2.0,2.0,0.5
49.0,0.0,-697.8645629882812,2.6909091472625732,479.58660888671875,697.8645629882812,3.8062429428100586,0.0,3.4072452783584595,0.5813077092170715,-7.072889804840088,-120.0,0.7539682388305664,0.7103174328804016,0.07943267375230789,0.0,0.0,1.8415372952408898e-15,5.928589532718149e-16,1.8315372242656055e-15,0.0,0.0967775285243988,697.8645629882812,2.0,2.0,2.0,0.5
50.0,-5.0,-663.5342407226562,2.6731953620910645,516.7001953125,663.5342407226562,4.100795269012451,0.0,4.096627712249756,0.6031796932220459,-5.379152297973633,-120.0,0.738095223903656,0.72817462682724,0.07943267375230789,0.0,0.0,2.01401416736731e-15,5.215388849921212e-16,2.0040140963920256e-15,0.0,0.0873151645064354,663.5342407226562,2.0,2.0,2.0,0.5
51.0,0.0,-655.1346435546875,2.5665762424468994,443.2591552734375,655.1346435546875,3.517929792404175,0.0,3.348504424095154,0.594689667224884,-9.587227821350098,-120.0,0.7222222089767456,0.7123016119003296,0.0794326663017273,0.0,0.0,2.040736786303762e-15,5.144165025760151e-16,2.030736715328478e-15,0.0,0.10012000799179077,655.1346435546875,2.0,2.0,2.0,0.5
52.0,10.0,-744.4754028320312,5.198449611663818,485.12158203125,744.4754028320312,3.8501713275909424,0.0,3.146233320236206,0.4925236105918884,-14.653414726257324,-120.0,0.6428571343421936,0.6329365372657776,0.07943267375230789,0.0,0.0,1.436325732999497e-15,3.748543249282722e-16,1.4263257679033312e-15,0.0,0.11870484799146652,744.475341796875,2.0,2.0,2.0,0.5
53.0,0.0,-727.3720092773438,2.512212038040161,511.49151611328125,727.3720092773438,4.0594563484191895,0.0,3.6049835681915283,0.5620208978652954,-7.860859394073486,-120.0,0.7063491940498352,0.6845238208770752,0.07943267375230789,0.0,0.0,5.152998520608829e-16,3.0358748737535754e-16,5.052998340251578e-16,0.0,0.09912129491567612,727.3720703125,2.0,2.0,2.0,0.5
54.0,-5.0,-650.1077270507812,2.017427921295166,464.01202392578125,650.1077270507812,3.6826350688934326,9.67402336016221e-08,3.4720007181167603,0.5879360437393188,-6.607680797576904,-120.0,0.6904761791229248,0.6666666865348816,0.07943267375230789,0.0,0.0,1.2952723009085538e-15,3.944669757752515e-16,1.285272335812388e-15,0.0,0.09316953271627426,650.1077880859375,2.0,2.0,2.0,0.5
55.0,-5.0,-690.4798583984375,2.5737946033477783,482.26641845703125,690.4798583984375,3.8275113105773926,2.149782929450339e-08,3.5463879108428955,0.5763455629348755,-7.110823154449463,-120.0,0.6904761791229248,0.682539701461792,0.0794326663017273,0.0,0.0,5.654938492569584e-15,1.1007185738031344e-15,5.6449384215943e-15,0.0,0.09259995818138123,690.4798583984375,2.0,2.0,2.0,0.5
56.0,0.0,-704.5874633789062,2.5444531440734863,476.6479187011719,704.5874633789062,3.7829198837280273,0.0,3.6979424953460693,0.5799330472946167,-11.693679809570312,-120.0,0.682539701461792,0.6686508059501648,0.0794326663017273,0.0,0.0,2.2586095422053292e-15,7.009757209670115e-16,2.248609471230045e-15,0.0,0.0996294915676117,704.5875244140625,2.0,2.0,2.0,0.5
57.0,-5.0,-662.3995361328125,2.3344528675079346,475.58770751953125,662.3995361328125,3.774505615234375,0.0,3.882362961769104,0.5682002902030945,-8.514503479003906,-120.0,0.7142857313156128,0.6984127163887024,0.07943267375230789,0.0,0.0,1.8126839649256193e-15,5.327575187411492e-16,1.802683893950335e-15,0.0,0.08961989730596542,662.3995361328125,2.0,2.0,2.0,0.5
58.0,5.0,-738.9525756835938,4.7454514503479,494.828125,738.9525756835938,3.9272072315216064,9.674019452177163e-08,3.2910027503967285,0.5412104725837708,-6.016467571258545,-120.0,0.7063491940498352,0.704365074634552,0.0794326663017273,0.0,0.0,7.000165090938052e-16,2.9921372687309155e-16,6.900164910580802e-16,0.0,0.1322822868824005,738.9525756835938,2.0,2.0,2.0,0.5
59.0,10.0,-708.774169921875,5.781477451324463,494.2593994140625,708.774169921875,3.9226937294006348,0.0,3.247834324836731,0.5138819813728333,-10.523069381713867,-120.0,0.682539701461792,0.6626983880996704,0.0794326663017273,0.0,0.0,1.9654791794896384e-15,4.402668942662388e-16,1.955479108514354e-15,0.0,0.11621300876140594,708.774169921875,2.0,2.0,2.0,0.5
60.0,5.0,-705.5469970703125,3.2693328857421875,503.5055236816406,705.5469970703125,3.9960756301879883,0.0,3.632565498352051,0.5764171481132507,-7.840609073638916,-120.0,0.7063491940498352,0.7023809552192688,0.07943267375230789,0.0,0.0,6.159694002047013e-16,2.2146131686172832e-16,6.059693821689762e-16,0.0,0.10649880021810532,705.5469970703125,2.0,2.0,2.0,0.5
61.0,5.0,-721.5689697265625,4.125345706939697,525.5689697265625,721.5689697265625,4.171182155609131,8.599127738762036e-07,4.096112251281738,0.5731949210166931,-2.08540415763855,-120.0,0.7222222089767456,0.6944444179534912,0.07943267375230789,0.0,0.0,3.698202598919741e-15,6.33838407259978e-16,3.688202527944457e-15,0.0,0.11215798556804657,721.5689697265625,2.0,2.0,2.0,0.5
62.0,5.0,-808.8468627929688,3.0730338096618652,491.8719482421875,808.8468627929688,3.903745651245117,0.0,3.3456263542175293,0.523701548576355,-14.22842788696289,-120.0,0.6666666865348816,0.6626983880996704,0.07943267375230789,0.0,0.0,4.659431681089919e-15,6.643914150630326e-16,4.649431610114635e-15,0.0,0.09743940085172653,808.8468017578125,2.0,2.0,2.0,0.5
63.0,10.0,-760.79833984375,4.936179161071777,465.17877197265625,760.79833984375,3.691895008087158,0.0,2.87968647480011,0.466429740190506,-12.294504165649414,-120.0,0.6190476417541504,0.601190447807312,0.07943267375230789,0.0,0.0,1.4473321849952378e-15,2.9298644652399634e-16,1.437332219899072e-15,0.0,0.12666387856006622,760.7982788085938,2.0,2.0,2.0,0.5
64.0,0.0,-639.9629516601562,2.5111825466156006,482.1064453125,639.9629516601562,3.8262417316436768,0.0,3.6546969413757324,0.5962775945663452,-9.290556907653809,-120.0,0.738095223903656,0.6984127163887024,0.0794326663017273,0.0,0.0,4.600021213685976e-15,6.577316185152457e-16,4.590021142710692e-15,0.0,0.08623390644788742,639.9629516601562,2.0,2.0,2.0,0.5
65.0,10.0,-802.5994873046875,6.7417988777160645,458.5340270996094,802.5994873046875,3.6391589641571045,0.0,2.6499534845352173,0.4584624767303467,-20.50980567932129,-120.0,0.6111111044883728,0.60317462682724,0.0794326663017273,0.0,0.0,8.229426949596776e-16,2.8201392878570493e-16,8.129426769239525e-16,0.0,0.14435042440891266,802.5994873046875,2.0,2.0,2.0,0.5
66.0,10.0,-756.2299194335938,5.174758434295654,450.3694152832031,756.2299194335938,3.5743603706359863,0.0,2.3264107704162598,0.4756675064563751,-15.585299491882324,-120.0,0.60317462682724,0.591269850730896,0.07943267375230789,0.0,0.0,1.061030527422179e-15,5.121965351003799e-16,1.0510305623260131e-15,0.0,0.13493739068508148,756.22998046875,2.0,2.0,2.0,0.5
67.0,0.0,-730.945556640625,2.658367156982422,491.0666809082031,730.945556640625,3.8973546028137207,0.0,3.457991600036621,0.5229940414428711,-12.216876029968262,-120.0,0.682539701461792,0.670634925365448,0.0794326663017273,0.0,0.0,2.26915213778333e-15,4.1285261998879415e-16,2.2591520668080456e-15,0.0,0.10302481055259705,730.945556640625,2.0,2.0,2.0,0.5
68.0,10.0,-684.30517578125,4.089402675628662,508.8521728515625,684.30517578125,4.038509368896484,0.0,3.31637442111969,0.5407289862632751,-12.928731918334961,-120.0,0.6904761791229248,0.6686508059501648,0.0794326663017273,0.0,0.0,1.050076591469168e-15,3.172361792407193e-16,1.040076626373002e-15,0.0,0.11276518553495407,684.3050537109375,2.0,2.0,2.0,0.5
69.0,5.0,-694.5657958984375,3.993821144104004,466.7494201660156,694.5657958984375,3.7043604850769043,0.0,3.2067660093307495,0.5128689408302307,-13.839208602905273,-120.0,0.6507936716079712,0.6408730149269104,0.0794326663017273,0.0,0.0,1.3916073697030351e-15,3.9149013142168547e-16,1.3816074046068693e-15,0.0,0.12439960241317749,694.5657958984375,2.0,2.0,2.0,0.5
70.0,-5.0,-740.9915161132812,1.7636855840682983,500.7808532714844,740.9915161132812,3.9744513034820557,0.0,3.5553741455078125,0.5582931041717529,-9.609241485595703,-120.0,0.682539701461792,0.6746031641960144,0.0794326663017273,0.0,0.0,3.615931982818826e-15,7.58899327911168e-16,3.605931911843541e-15,0.0,0.08609696477651596,740.9915161132812,2.0,2.0,2.0,0.5
